id_label_in_documents,name,english (X Huy 1-400),english (Ngọc Linh 400-700),english (Trung Khánh 700-1000),url,id_label_in_documents
92,buổi trưa,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00370B.mp4?autoplay=true,92
93,bức tranh,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00386B.mp4?autoplay=true,93
94,cặp sách,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00428.mp4?autoplay=true,94
95,cặp tóc,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00429.mp4?autoplay=true,95
96,chảo,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00493B.mp4?autoplay=true,96
97,chạy nhanh,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00504.mp4?autoplay=true,97
98,chạy chậm,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00503.mp4?autoplay=true,98
99,chăn (cái chăn),,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00509B.mp4?autoplay=true,99
100,chặt,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00513B.mp4?autoplay=true,100
101,chị,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00570B.mp4?autoplay=true,101
102,chiếc gối,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00584B.mp4?autoplay=true,102
103,chìa khóa,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00583.mp4?autoplay=true,103
104,chiếm đoạt,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00585.mp4?autoplay=true,104
105,chiều cao,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00594.mp4?autoplay=true,105
106,chiều dài,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00595.mp4?autoplay=true,106
107,chiều rộng,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00596.mp4?autoplay=true,107
108,chiều tối,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00597.mp4?autoplay=true,108
109,chín,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00616.mp4?autoplay=true,109
110,chuẩn bị,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00662B.mp4?autoplay=true,110
111,chúc mừng,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00663B.mp4?autoplay=true,111
112,chúc tết,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00664B.mp4?autoplay=true,112
113,chính xác,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00620B.mp4?autoplay=true,113
114,chứng cớ,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00718.mp4?autoplay=true,114
115,chứng minh,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00719.mp4?autoplay=true,115
116,coi thường,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00731.mp4?autoplay=true,116
117,chức năng,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00710.mp4?autoplay=true,117
118,máy vi tính,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00732.mp4?autoplay=true,118
119,con cá,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00737B.mp4?autoplay=true,119
120,con chó,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00739B.mp4?autoplay=true,120
121,con chim,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00738.mp4?autoplay=true,121
122,con chuột,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00742B.mp4?autoplay=true,122
123,con lợn (con heo),,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00770B.mp4?autoplay=true,123
124,con muỗi,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00773B.mp4?autoplay=true,124
125,con mèo,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00772B.mp4?autoplay=true,125
126,con người,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00777B.mp4?autoplay=true,126
127,cô giáo,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00812B.mp4?autoplay=true,127
128,côn trùng,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00837.mp4?autoplay=true,128
129,công sức,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00844.mp4?autoplay=true,129
130,công tắc,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00845.mp4?autoplay=true,130
131,công cụ,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00841.mp4?autoplay=true,131
132,công cộng,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00840.mp4?autoplay=true,132
133,công viên,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00850B.mp4?autoplay=true,133
134,cơ hội,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00868B.mp4?autoplay=true,134
135,cởi áo,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00876.mp4?autoplay=true,135
136,cơm hộp,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00877.mp4?autoplay=true,136
137,cúi,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00895.mp4?autoplay=true,137
138,củ cà rốt,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00901.mp4?autoplay=true,138
139,củ khoai tây,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00905.mp4?autoplay=true,139
140,củ nghệ,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00906.mp4?autoplay=true,140
141,củ tỏi,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00908.mp4?autoplay=true,141
142,củ gừng,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00903.mp4?autoplay=true,142
143,cục tẩy,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00914.mp4?autoplay=true,143
144,cuộn giấy vệ sinh,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00925.mp4?autoplay=true,144
145,cửa sổ,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00939.mp4?autoplay=true,145
146,dạy,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00979.mp4?autoplay=true,146
147,cửa hàng,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00935B.mp4?autoplay=true,147
148,cứu,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00947.mp4?autoplay=true,148
149,cướp,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00943B.mp4?autoplay=true,149
150,dán,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00972.mp4?autoplay=true,150
151,dầu ăn,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00993.mp4?autoplay=true,151
152,dầu gội đầu,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W00994.mp4?autoplay=true,152
153,dễ thương,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01027.mp4?autoplay=true,153
154,dịch vụ,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01033B.mp4?autoplay=true,154
155,dòng sông,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01058.mp4?autoplay=true,155
156,dốc,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01060.mp4?autoplay=true,156
157,dốt,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01061.mp4?autoplay=true,157
158,đăng ký,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01126.mp4?autoplay=true,158
159,đăng nhập,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01127.mp4?autoplay=true,159
160,đằng sau,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01128.mp4?autoplay=true,160
161,đập,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01134.mp4?autoplay=true,161
162,đèn điện,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01155B.mp4?autoplay=true,162
163,đi học,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01191.mp4?autoplay=true,163
164,đèn pin,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01159B.mp4?autoplay=true,164
165,đẹp đẽ (như đẹp),,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01170.mp4?autoplay=true,165
166,đều đặn,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01188.mp4?autoplay=true,166
167,điện,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01205B.mp4?autoplay=true,167
168,điện thoại,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01208.mp4?autoplay=true,168
169,điều khiển,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01214.mp4?autoplay=true,169
170,điều kiện,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01215.mp4?autoplay=true,170
171,điều hòa,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01213B.mp4?autoplay=true,171
172,đối diện,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01257.mp4?autoplay=true,172
173,đôi dép,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01255.mp4?autoplay=true,173
174,nhiệt độ,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01298.mp4?autoplay=true,174
175,đợi,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01304B.mp4?autoplay=true,175
176,đơn giản,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01305.mp4?autoplay=true,176
177,đun nấu,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01321.mp4?autoplay=true,177
178,găng tay,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01393.mp4?autoplay=true,178
179,gắp thức ăn,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01394.mp4?autoplay=true,179
180,đi vệ sinh,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0486.mp4?autoplay=true,180
181,nhầm,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0060B.mp4?autoplay=true,181
182,mỳ tôm,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0080B.mp4?autoplay=true,182
183,không quen,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0109B.mp4?autoplay=true,183
184,không có chi,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0113.mp4?autoplay=true,184
185,đúng không?,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0119B.mp4?autoplay=true,185
186,mệt mỏi,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0369.mp4?autoplay=true,186
187,đau mắt,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0355.mp4?autoplay=true,187
188,đau bụng,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0356.mp4?autoplay=true,188
189,đau tay,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0357.mp4?autoplay=true,189
190,đau chân,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0358.mp4?autoplay=true,190
191,đau tai,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0359.mp4?autoplay=true,191
192,xem,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0192B.mp4?autoplay=true,192
193,giấy ăn,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/W01471B.mp4?autoplay=true,193
194,hứa,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0165B.mp4?autoplay=true,194
195,lâu,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0167.mp4?autoplay=true,195
196,vẫn,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0168B.mp4?autoplay=true,196
197,mỗi ngày,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0169B.mp4?autoplay=true,197
198,không ngon,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0198.mp4?autoplay=true,198
199,đánh răng,,,,https://minio.aiotlab-annotation.com/documents/videos_samples/D0414.mp4?autoplay=true,199
